sales_person,country,product,sale_date,amount,boxes_shipped
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2022,9198.00,144
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2022,11823.00,47
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2022,5775.00,41
Marney O'Breen,Australia,Spicy Special Slims,23/06/2022,13125.00,275
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2022,14287.00,370
Brien Boise,USA,Organic Choco Syrup,25/05/2022,16233.00,138
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2022,5313.00,215
Van Tuxwell,UK,85% Dark Bars,11/07/2022,3577.00,134
Marney O'Breen,Canada,Spicy Special Slims,03/01/2022,3528.00,336
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2022,679.00,280
Beverie Moffet,USA,50% Dark Bites,28/07/2022,2450.00,352
Brien Boise,USA,Mint Chip Choco,25/05/2022,10577.00,150
Karlen McCaffrey,New Zealand,Eclairs,06/05/2022,2597.00,177
Barr Faughny,India,Drinking Coco,28/01/2022,2219.00,142
Marney O'Breen,UK,Orange Choco,06/06/2022,11319.00,12
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2022,5978.00,24
Ches Bonnell,Canada,Spicy Special Slims,05/08/2022,5327.00,183
Brien Boise,USA,Orange Choco,28/01/2022,6020.00,147
Kaine Padly,India,Spicy Special Slims,31/08/2022,5614.00,137
Mallorie Waber,USA,50% Dark Bites,19/04/2022,1736.00,13
Mallorie Waber,UK,Mint Chip Choco,29/06/2022,6384.00,2
Beverie Moffet,India,Choco Coated Almonds,24/02/2022,3577.00,261
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2022,14539.00,84
Gigi Bohling,India,Eclairs,21/06/2022,3493.00,68
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2022,994.00,105
Oby Sorrel,New Zealand,White Choc,10/06/2022,4361.00,40
Andria Kimpton,UK,Drinking Coco,23/05/2022,1554.00,65
Kelci Walkden,India,Milk Bars,15/04/2022,966.00,107
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2022,5334.00,227
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2022,4935.00,39
Barr Faughny,New Zealand,After Nines,19/04/2022,10024.00,84
Beverie Moffet,UK,Almond Choco,16/05/2022,2506.00,100
Oby Sorrel,Australia,Raspberry Choco,17/02/2022,1043.00,120
Dennison Crosswaite,USA,Raspberry Choco,18/01/2022,6524.00,257
Roddy Speechley,Canada,Orange Choco,09/02/2022,8148.00,85
Mallorie Waber,Canada,Orange Choco,23/03/2022,3577.00,178
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2022,3374.00,151
Mallorie Waber,India,Drinking Coco,07/03/2022,3948.00,142
Ches Bonnell,UK,White Choc,03/01/2022,3269.00,226
Ches Bonnell,USA,White Choc,11/02/2022,5271.00,341
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2022,4571.00,140
Dotty Strutley,India,White Choc,15/08/2022,12327.00,330
Gigi Bohling,India,Manuka Honey Choco,12/05/2022,4935.00,73
Van Tuxwell,India,Spicy Special Slims,11/04/2022,6167.00,4
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2022,18340.00,285
Dotty Strutley,New Zealand,White Choc,15/06/2022,7014.00,60
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2022,7119.00,101
Kaine Padly,USA,Milk Bars,15/06/2022,15491.00,58
Brien Boise,India,After Nines,16/06/2022,5747.00,45
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2022,4550.00,281
Dennison Crosswaite,USA,Drinking Coco,10/05/2022,2191.00,138
Oby Sorrel,India,Eclairs,25/08/2022,5663.00,322
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2022,7623.00,85
Gigi Bohling,UK,Baker's Choco Chips,16/05/2022,9023.00,409
Jan Morforth,Australia,50% Dark Bites,14/06/2022,3402.00,182
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2022,10507.00,467
Ches Bonnell,USA,Organic Choco Syrup,28/07/2022,7721.00,14
Brien Boise,Canada,Mint Chip Choco,28/01/2022,5033.00,178
Kaine Padly,UK,Orange Choco,29/06/2022,1960.00,191
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2022,238.00,317
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2022,7756.00,410
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2022,1736.00,137
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2022,2660.00,12
Oby Sorrel,Australia,Milk Bars,21/06/2022,7672.00,254
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2022,11564.00,24
Gigi Bohling,UK,Milk Bars,17/05/2022,1365.00,232
Andria Kimpton,Australia,85% Dark Bars,23/08/2022,4186.00,233
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2022,7406.00,118
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2022,8911.00,543
Karlen McCaffrey,USA,Drinking Coco,29/06/2022,112.00,223
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2022,8204.00,204
Jehu Rudeforth,Australia,Drinking Coco,14/01/2022,2611.00,65
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2022,15652.00,53
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2022,4074.00,469
Madelene Upcott,USA,White Choc,04/05/2022,12250.00,213
Andria Kimpton,USA,Spicy Special Slims,23/05/2022,2366.00,5
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2022,1687.00,147
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2022,1232.00,74
Madelene Upcott,UK,Organic Choco Syrup,21/07/2022,6965.00,163
Dotty Strutley,USA,Mint Chip Choco,21/02/2022,5292.00,248
Kelci Walkden,USA,Orange Choco,03/02/2022,1379.00,138
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2022,8001.00,151
Mallorie Waber,India,50% Dark Bites,31/05/2022,588.00,139
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2022,4046.00,103
Van Tuxwell,India,50% Dark Bites,13/05/2022,5103.00,129
Van Tuxwell,USA,Manuka Honey Choco,31/05/2022,2317.00,102
Wilone O'Kielt,USA,Orange Choco,28/02/2022,7042.00,37
Barr Faughny,New Zealand,Eclairs,28/03/2022,6713.00,31
Gigi Bohling,USA,After Nines,14/01/2022,1848.00,227
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2022,6440.00,145
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2022,10885.00,90
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2022,2387.00,59
Husein Augar,USA,White Choc,13/07/2022,2030.00,60
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2022,6678.00,148
Dennison Crosswaite,India,85% Dark Bars,30/06/2022,4515.00,22
Curtice Advani,UK,50% Dark Bites,08/03/2022,3374.00,142
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2022,5852.00,93
Oby Sorrel,Canada,Raspberry Choco,16/06/2022,1750.00,208
Gigi Bohling,UK,Drinking Coco,30/06/2022,5782.00,42
Kelci Walkden,India,Mint Chip Choco,28/07/2022,2870.00,120
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2022,3094.00,159
Barr Faughny,UK,Mint Chip Choco,07/07/2022,3724.00,316
Barr Faughny,USA,85% Dark Bars,25/08/2022,12761.00,47
Husein Augar,Canada,Eclairs,17/01/2022,3696.00,233
Jan Morforth,Australia,70% Dark Bites,04/03/2022,5222.00,384
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2022,8939.00,4
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2022,2156.00,260
Kaine Padly,USA,Organic Choco Syrup,11/03/2022,2380.00,22
Camilla Castle,USA,Raspberry Choco,20/05/2022,3339.00,18
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2022,14980.00,42
Jehu Rudeforth,New Zealand,After Nines,14/04/2022,1512.00,73
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2022,6657.00,154
Madelene Upcott,India,Mint Chip Choco,24/08/2022,3836.00,71
Jehu Rudeforth,India,Eclairs,24/02/2022,8771.00,127
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2022,651.00,224
Kaine Padly,Australia,70% Dark Bites,08/02/2022,6706.00,223
Roddy Speechley,UK,70% Dark Bites,24/03/2022,1421.00,284
Rafaelita Blaksland,USA,Drinking Coco,20/06/2022,8526.00,73
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2022,1435.00,112
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2022,7434.00,85
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2022,15316.00,270
Madelene Upcott,UK,99% Dark & Pure,26/01/2022,10479.00,45
Madelene Upcott,Australia,Mint Chip Choco,02/05/2022,2751.00,153
Curtice Advani,Canada,99% Dark & Pure,07/07/2022,12586.00,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2022,2786.00,51
Karlen McCaffrey,Australia,After Nines,11/08/2022,2303.00,67
Marney O'Breen,UK,99% Dark & Pure,13/01/2022,8113.00,194
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2022,12271.00,116
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2022,11298.00,41
Kelci Walkden,New Zealand,Drinking Coco,10/03/2022,15855.00,111
Beverie Moffet,USA,85% Dark Bars,23/08/2022,12404.00,334
Roddy Speechley,USA,Eclairs,25/04/2022,3990.00,155
Dennison Crosswaite,UK,Milk Bars,07/03/2022,10808.00,407
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2022,4858.00,52
Madelene Upcott,USA,Orange Choco,16/05/2022,7742.00,138
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2022,3752.00,70
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2022,1218.00,149
Marney O'Breen,UK,Manuka Honey Choco,10/06/2022,10983.00,179
Brien Boise,USA,99% Dark & Pure,25/07/2022,6769.00,353
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2022,4361.00,97
Dennison Crosswaite,USA,Milk Bars,12/05/2022,777.00,60
Gunar Cockshoot,USA,Drinking Coco,09/05/2022,3843.00,5
Brien Boise,Canada,Manuka Honey Choco,09/08/2022,6930.00,182
Van Tuxwell,India,Choco Coated Almonds,13/04/2022,5733.00,114
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2022,8393.00,46
Dotty Strutley,USA,99% Dark & Pure,09/08/2022,3822.00,320
Camilla Castle,Australia,Raspberry Choco,23/08/2022,6342.00,178
Gunar Cockshoot,India,Spicy Special Slims,13/05/2022,6510.00,170
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2022,10171.00,67
Camilla Castle,USA,50% Dark Bites,23/06/2022,5908.00,301
Madelene Upcott,UK,Choco Coated Almonds,24/05/2022,10164.00,134
Jan Morforth,Canada,Mint Chip Choco,01/04/2022,1064.00,211
Camilla Castle,Canada,70% Dark Bites,27/07/2022,9716.00,151
Ches Bonnell,India,Peanut Butter Cubes,27/01/2022,22050.00,208
Jan Morforth,India,Choco Coated Almonds,12/08/2022,2541.00,134
Gigi Bohling,Canada,Almond Choco,01/02/2022,9989.00,49
Rafaelita Blaksland,India,After Nines,02/03/2022,4739.00,204
Kelci Walkden,Australia,99% Dark & Pure,30/06/2022,3185.00,34
Dotty Strutley,Australia,Spicy Special Slims,17/01/2022,8225.00,91
Brien Boise,USA,Milk Bars,07/07/2022,14301.00,130
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2022,1316.00,107
Beverie Moffet,UK,99% Dark & Pure,10/08/2022,3486.00,121
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2022,13930.00,339
Brien Boise,New Zealand,White Choc,15/06/2022,5509.00,321
Marney O'Breen,USA,Baker's Choco Chips,26/01/2022,8470.00,9
Kelci Walkden,USA,Spicy Special Slims,29/04/2022,77.00,69
Mallorie Waber,Canada,White Choc,03/03/2022,3381.00,72
Kaine Padly,Australia,Almond Choco,22/02/2022,4102.00,392
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2022,3577.00,158
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2022,2975.00,9
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2022,4137.00,347
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2022,9541.00,114
Oby Sorrel,USA,Baker's Choco Chips,12/08/2022,8001.00,120
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2022,5152.00,333
Kelci Walkden,Australia,Orange Choco,29/04/2022,11116.00,432
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2022,13076.00,236
Kaine Padly,Canada,Manuka Honey Choco,18/01/2022,10213.00,135
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2022,2485.00,97
Kelci Walkden,Australia,White Choc,24/08/2022,8715.00,168
Curtice Advani,India,85% Dark Bars,18/01/2022,273.00,402
Kaine Padly,USA,Eclairs,22/08/2022,7623.00,10
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2022,7.00,84
Beverie Moffet,UK,Choco Coated Almonds,04/03/2022,3010.00,69
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2022,11550.00,111
Kaine Padly,Australia,Milk Bars,09/06/2022,4046.00,89
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2022,8904.00,199
Jan Morforth,India,Smooth Sliky Salty,03/08/2022,11298.00,89
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2022,4396.00,131
Jehu Rudeforth,UK,Milk Bars,03/05/2022,12068.00,227
Husein Augar,Canada,After Nines,19/01/2022,9772.00,301
Roddy Speechley,USA,50% Dark Bites,11/02/2022,10458.00,316
Van Tuxwell,India,Almond Choco,14/06/2022,6426.00,390
Kelci Walkden,USA,50% Dark Bites,23/03/2022,6188.00,223
Madelene Upcott,Canada,85% Dark Bars,17/02/2022,7504.00,101
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2022,1750.00,479
Mallorie Waber,Australia,Spicy Special Slims,29/06/2022,5439.00,287
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2022,15547.00,269
Gigi Bohling,Canada,Spicy Special Slims,04/07/2022,11956.00,277
Roddy Speechley,New Zealand,Almond Choco,28/03/2022,2723.00,67
Curtice Advani,India,Smooth Sliky Salty,19/04/2022,19327.00,135
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2022,9058.00,229
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2022,2996.00,88
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2022,8848.00,211
Andria Kimpton,UK,Milk Bars,11/02/2022,14336.00,293
Camilla Castle,USA,Manuka Honey Choco,21/03/2022,16401.00,179
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2022,5173.00,129
Brien Boise,India,Raspberry Choco,30/05/2022,6328.00,164
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2022,2534.00,219
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2022,1435.00,258
Gigi Bohling,Canada,Milk Bars,10/02/2022,3052.00,116
Dotty Strutley,India,Spicy Special Slims,12/08/2022,910.00,204
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2022,2331.00,321
Kelci Walkden,Australia,Raspberry Choco,07/06/2022,679.00,56
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2022,2086.00,74
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2022,5012.00,189
Wilone O'Kielt,USA,50% Dark Bites,18/04/2022,4501.00,131
Andria Kimpton,India,50% Dark Bites,31/01/2022,13482.00,15
Madelene Upcott,USA,Baker's Choco Chips,22/08/2022,5621.00,140
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2022,10486.00,198
Jan Morforth,Australia,Mint Chip Choco,22/02/2022,17626.00,103
Oby Sorrel,New Zealand,Milk Bars,12/01/2022,4494.00,187
Brien Boise,UK,Almond Choco,25/05/2022,105.00,125
Kelci Walkden,India,Smooth Sliky Salty,01/02/2022,2464.00,8
Rafaelita Blaksland,UK,Eclairs,27/04/2022,1379.00,70
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2022,2583.00,126
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2022,3220.00,265
Curtice Advani,USA,Mint Chip Choco,24/08/2022,4802.00,296
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2022,5677.00,21
Karlen McCaffrey,India,85% Dark Bars,30/03/2022,945.00,83
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2022,8757.00,162
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2022,4816.00,145
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2022,7532.00,44
Gigi Bohling,Canada,Drinking Coco,06/07/2022,3549.00,82
Husein Augar,India,Fruit & Nut Bars,04/04/2022,4340.00,226
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2022,1799.00,207
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2022,1127.00,176
Dennison Crosswaite,Australia,Milk Bars,09/06/2022,10038.00,286
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2022,2926.00,300
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2022,6279.00,235
Andria Kimpton,Canada,Eclairs,11/08/2022,308.00,125
Madelene Upcott,India,Choco Coated Almonds,11/02/2022,3500.00,145
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2022,658.00,65
Roddy Speechley,Australia,Drinking Coco,12/05/2022,12565.00,102
Wilone O'Kielt,USA,Milk Bars,15/07/2022,5012.00,93
Andria Kimpton,India,Organic Choco Syrup,18/01/2022,3955.00,134
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2022,8512.00,189
Curtice Advani,Australia,50% Dark Bites,29/06/2022,504.00,232
Brien Boise,Canada,Raspberry Choco,14/06/2022,2800.00,45
Gunar Cockshoot,India,Mint Chip Choco,08/08/2022,4256.00,67
Dennison Crosswaite,India,Mint Chip Choco,23/03/2022,13573.00,138
Barr Faughny,India,Caramel Stuffed Bars,04/01/2022,6566.00,99
Brien Boise,India,Milk Bars,22/02/2022,13503.00,251
Beverie Moffet,UK,Spicy Special Slims,17/02/2022,8680.00,252
Barr Faughny,USA,Almond Choco,03/02/2022,385.00,78
Van Tuxwell,Canada,Raspberry Choco,17/03/2022,1267.00,130
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2022,2961.00,154
Brien Boise,Australia,Milk Bars,27/07/2022,1981.00,52
Husein Augar,Australia,Fruit & Nut Bars,28/01/2022,7959.00,53
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2022,10794.00,50
Van Tuxwell,India,White Choc,15/03/2022,1897.00,44
Gunar Cockshoot,Canada,After Nines,04/08/2022,2744.00,200
Jan Morforth,USA,Fruit & Nut Bars,27/06/2022,4382.00,361
Jan Morforth,Canada,After Nines,13/07/2022,4515.00,172
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2022,5474.00,239
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2022,6069.00,55
Oby Sorrel,Australia,85% Dark Bars,30/06/2022,6944.00,27
Curtice Advani,Canada,Choco Coated Almonds,18/08/2022,5859.00,7
Kaine Padly,India,70% Dark Bites,24/01/2022,12173.00,301
Beverie Moffet,USA,White Choc,11/03/2022,5292.00,134
Ches Bonnell,New Zealand,After Nines,23/06/2022,5705.00,350
Husein Augar,India,Spicy Special Slims,22/08/2022,2492.00,33
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2022,3024.00,23
Curtice Advani,India,Milk Bars,05/04/2022,3437.00,201
Beverie Moffet,India,Milk Bars,15/04/2022,1869.00,323
Husein Augar,Australia,White Choc,11/05/2022,3171.00,220
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2022,4858.00,488
Jan Morforth,New Zealand,Orange Choco,11/02/2022,1225.00,84
Andria Kimpton,Canada,Smooth Sliky Salty,08/07/2022,1155.00,79
Gunar Cockshoot,UK,Raspberry Choco,11/08/2022,6811.00,344
Husein Augar,New Zealand,After Nines,04/08/2022,6433.00,7
Andria Kimpton,New Zealand,Orange Choco,14/06/2022,8169.00,88
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2022,2275.00,275
Jehu Rudeforth,Canada,Orange Choco,23/06/2022,3857.00,512
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2022,1463.00,113
Andria Kimpton,UK,Caramel Stuffed Bars,07/06/2022,7924.00,275
Jan Morforth,UK,White Choc,22/06/2022,8799.00,47
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2022,2898.00,276
Kelci Walkden,UK,Choco Coated Almonds,24/05/2022,9506.00,212
Gunar Cockshoot,New Zealand,After Nines,09/08/2022,7175.00,145
Kaine Padly,Canada,85% Dark Bars,06/04/2022,1729.00,31
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2022,1589.00,271
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2022,630.00,52
Van Tuxwell,Australia,99% Dark & Pure,17/01/2022,112.00,128
Curtice Advani,USA,Drinking Coco,07/02/2022,5187.00,142
Brien Boise,Australia,Spicy Special Slims,09/05/2022,6223.00,256
Mallorie Waber,New Zealand,85% Dark Bars,06/06/2022,7714.00,106
Wilone O'Kielt,USA,Choco Coated Almonds,06/06/2022,9457.00,6
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2022,6678.00,226
Gunar Cockshoot,UK,50% Dark Bites,13/01/2022,2107.00,121
Marney O'Breen,USA,Raspberry Choco,23/05/2022,6069.00,151
Jehu Rudeforth,UK,White Choc,29/06/2022,1862.00,284
Jehu Rudeforth,New Zealand,85% Dark Bars,11/03/2022,6972.00,89
Dotty Strutley,USA,85% Dark Bars,25/04/2022,10220.00,508
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2022,3969.00,243
Curtice Advani,India,Manuka Honey Choco,23/05/2022,1547.00,170
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2022,1162.00,18
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2022,6342.00,282
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/03/2022,10633.00,277
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2022,15057.00,212
Rafaelita Blaksland,USA,White Choc,16/08/2022,4704.00,126
Roddy Speechley,Canada,Smooth Sliky Salty,07/03/2022,9338.00,11
Curtice Advani,New Zealand,After Nines,05/04/2022,7959.00,30
Camilla Castle,India,85% Dark Bars,04/05/2022,9023.00,51
Ches Bonnell,USA,Choco Coated Almonds,04/01/2022,14525.00,92
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2022,5810.00,101
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/07/2022,6426.00,98
Kaine Padly,Australia,Mint Chip Choco,17/05/2022,4403.00,159
Camilla Castle,New Zealand,Peanut Butter Cubes,21/07/2022,1582.00,62
Curtice Advani,Canada,Organic Choco Syrup,22/02/2022,791.00,22
Jan Morforth,India,99% Dark & Pure,23/05/2022,9100.00,187
Rafaelita Blaksland,Canada,Drinking Coco,12/07/2022,9884.00,200
Jan Morforth,UK,Orange Choco,15/06/2022,3780.00,201
Barr Faughny,New Zealand,50% Dark Bites,23/06/2022,4557.00,308
Curtice Advani,Australia,Eclairs,25/03/2022,5796.00,55
Jan Morforth,India,Caramel Stuffed Bars,04/07/2022,84.00,153
Andria Kimpton,UK,White Choc,12/05/2022,9037.00,101
Camilla Castle,New Zealand,Raspberry Choco,04/04/2022,4746.00,137
Madelene Upcott,Australia,Orange Choco,15/04/2022,6713.00,398
Roddy Speechley,Canada,Eclairs,08/03/2022,6237.00,88
Karlen McCaffrey,India,White Choc,17/01/2022,7483.00,232
Wilone O'Kielt,India,Mint Chip Choco,22/08/2022,1309.00,51
Andria Kimpton,UK,99% Dark & Pure,25/07/2022,1155.00,66
Marney O'Breen,UK,50% Dark Bites,14/06/2022,2989.00,124
Ches Bonnell,India,Choco Coated Almonds,05/04/2022,9625.00,78
Madelene Upcott,UK,Raspberry Choco,26/08/2022,7357.00,341
Wilone O'Kielt,Australia,50% Dark Bites,03/08/2022,10031.00,114
Gigi Bohling,Canada,White Choc,11/07/2022,6587.00,4
Wilone O'Kielt,New Zealand,Eclairs,11/03/2022,3311.00,22
Brien Boise,UK,Peanut Butter Cubes,10/01/2022,15330.00,30
Roddy Speechley,UK,Baker's Choco Chips,04/04/2022,14028.00,351
Karlen McCaffrey,Australia,50% Dark Bites,17/01/2022,6678.00,708
Marney O'Breen,New Zealand,Organic Choco Syrup,08/07/2022,8624.00,50
Jan Morforth,UK,Organic Choco Syrup,12/04/2022,1197.00,356
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24/08/2022,483.00,185
Ches Bonnell,UK,Choco Coated Almonds,07/06/2022,1687.00,236
Gunar Cockshoot,Canada,Almond Choco,28/07/2022,1309.00,30
Husein Augar,USA,99% Dark & Pure,21/02/2022,9534.00,111
Dennison Crosswaite,Canada,Mint Chip Choco,08/04/2022,1694.00,289
Brien Boise,UK,Manuka Honey Choco,28/06/2022,70.00,103
Van Tuxwell,UK,Baker's Choco Chips,24/03/2022,2443.00,20
Barr Faughny,Australia,Caramel Stuffed Bars,29/07/2022,2933.00,55
Dennison Crosswaite,USA,Eclairs,25/05/2022,2044.00,90
Gigi Bohling,Australia,Raspberry Choco,30/03/2022,6524.00,303
Dennison Crosswaite,USA,Organic Choco Syrup,18/07/2022,12656.00,126
Beverie Moffet,Canada,Orange Choco,10/05/2022,8722.00,109
Mallorie Waber,Australia,Choco Coated Almonds,18/03/2022,15750.00,92
Ches Bonnell,India,Caramel Stuffed Bars,15/06/2022,6839.00,56
Van Tuxwell,Canada,50% Dark Bites,12/05/2022,13685.00,58
